(29, 26) 0.0336852324225
(30, 8) 0.0396493115318
(29, 23) 0.0451880713735
(31, 28) 0.0586965020739
(27, 23) 0.0622874231291
(25, 23) 0.0762726101292
(27, 24) 0.0885073350726
(30, 1) 0.092572163766
(10, 4) 0.0993128138488
(31, 0) 0.101571949739
(6, 4) 0.101796064453
(10, 5) 0.102949875882
(16, 6) 0.103288759628
(25, 24) 0.103389191987
(16, 5) 0.104556836139
(6, 5) 0.105374483835
(31, 24) 0.110274819981
(31, 25) 0.113589853183
(8, 0) 0.129872157078
(33, 13) 0.131600952445
(27, 2) 0.136226428547
(12, 3) 0.141598154876
(8, 2) 0.144301062406
(28, 2) 0.150725681924
(33, 19) 0.151397193567
(32, 2) 0.159039582644
(9, 2) 0.159639069449
(13, 3) 0.166564080402
(7, 3) 0.170415408897
(33, 32) 0.176088768841
(32, 31) 0.187637416707
(2, 0) 0.192450703225
(2, 1) 0.200594814436
(33, 31) 0.207471560309
(1, 0) 0.212063133334
(10, 0) 0.224133664502
(32, 8) 0.224735564665
(32, 23) 0.225428291012
(5, 0) 0.225443115406
(33, 27) 0.225863203235
(6, 0) 0.226283010972
(7, 2) 0.22829245161
(13, 2) 0.230054130047
(3, 1) 0.232265047199
(3, 2) 0.232502387054
(4, 0) 0.234574769511
(32, 29) 0.244984638482
(17, 1) 0.253294699368
(19, 1) 0.256036095803
(32, 30) 0.256192816253
(21, 1) 0.259342300058
(33, 28) 0.263653937383
(33, 23) 0.265902214771
(32, 20) 0.266835666418
(32, 18) 0.267102068954
(32, 15) 0.267704523694
(32, 14) 0.27081829848
(32, 22) 0.270919682135
(33, 8) 0.271150297843
(33, 9) 0.280727504378
(13, 1) 0.288093179102
(3, 0) 0.289283347631
(33, 26) 0.292812297593
(33, 29) 0.295746427643
(7, 1) 0.297953529921
(33, 30) 0.299175293166
(33, 18) 0.317630209877
(33, 20) 0.317816416201
(33, 15) 0.318304270155
(33, 14) 0.320249453267
(11, 0) 0.320504298189
(33, 22) 0.321602664382
(19, 0) 0.336866273779
(17, 0) 0.353152289908
(12, 0) 0.356329826943
(13, 0) 0.36224882691
(21, 0) 0.36449901588
(7, 0) 0.382656493197
